TWE_set,TEI,TWEI,TEO,TWEO,TCI,TWCI,TCO,TWCO,TSI,TSO,TBI,TBO,Cond Tons,Cooling Tons,Shared Cond Tons,Cond Energy Balance,Evap Tons,Shared Evap Tons,Building Tons,Evap Energy Balance,kW,COP,kW/Ton,FWC,FWE,TEA,TCA,TRE,PRE,TRC,PRC,TRC_sub,T_suc,Tsh_suc,TR_dis,Tsh_dis,P_lift,Amps,RLA%,Heat Balance (kW),Heat Balance%,Tolerance%,Unit Status,Active Fault,TO_sump,TO_feed,PO_feed,PO_net,TWCD,TWED,VSS,VSL,VH,VM,VC,VE,VW,TWI,TWO,THI,THO,FWW,FWH,FWB
50.0,53.8,53.9,50.47,50.4,85.21,84.8,88.52,88.3,87.22,61.47,53.61,53.89,37.06,14.5,287.9,-265.3,29.88,28.19,2.481,0.7936,42.61,2.4659999999999997,1.426,268.3,215.3,6.6,1.9,43.8,39.0,90.5,104.7,4.7,49.8,6.0,145.8,54.9,65.7,49.0,47.0,17.38,13.33,9.926,20.0,0.0,122.0,115.7,139.0,99.0,3.4,3.5,40.0,0.0,100.0,5.0,49.0,56.0,17.0,56.43,80.43,55.26,54.67,14.49,59.54,242.1
50.0,53.76,53.9,50.43,50.3,85.16,84.8,88.48,88.3,87.18,61.43,53.57,53.89,37.28,14.58,289.6,-266.9,29.77,28.09,2.838,1.157,42.52,2.4619999999999997,1.4280000000000002,270.0,214.5,6.5,2.2,43.8,39.0,90.5,105.2,4.4,50.0,6.0,145.1,55.2,65.4,49.0,47.0,16.12,12.3,9.926,20.0,0.0,122.0,116.0,140.9,100.6,3.4,3.6,40.0,0.0,100.0,5.0,49.0,56.0,17.0,56.47,80.35,55.26,54.63,14.66,68.11,243.8
50.0,53.72,53.8,50.39,50.3,85.12,84.8,88.44,88.2,87.1,61.43,53.57,53.85,37.01,14.93,286.6,-264.5,29.91,28.59,2.484,1.163,42.51,2.4730000000000003,1.421,268.0,215.5,6.5,2.0,43.8,39.0,90.2,104.7,4.4,49.6,5.8,145.8,55.2,65.4,49.0,47.0,17.54,13.48,9.926,20.0,0.0,122.2,116.4,140.4,100.4,3.3,3.5,40.0,0.0,100.0,5.0,49.0,56.0,17.0,56.43,80.14,55.18,54.58,15.11,59.6,241.2
50.0,53.68,53.6,50.35,50.3,85.16,84.9,88.52,88.2,87.18,61.35,53.53,53.81,37.61,14.99,289.6,-266.9,29.81,28.49,2.475,1.159,42.59,2.461,1.429,269.0,214.8,6.7,2.0,43.6,38.8,90.2,104.7,4.4,49.6,5.6,145.4,54.9,66.0,49.0,47.0,15.15,11.46,9.926,20.0,0.0,122.7,116.7,139.9,99.9,3.3,3.3,40.0,0.0,100.0,5.0,49.0,56.0,20.0,56.43,80.23,55.13,54.58,15.12,59.41,242.5
50.0,53.68,53.6,50.31,50.3,85.16,85.1,88.48,88.3,87.14,61.35,53.49,53.81,37.2,15.01,289.5,-267.3,30.16,28.47,2.84,1.158,42.59,2.489,1.412,269.4,214.6,6.5,2.2,43.8,39.0,90.5,105.2,4.5,49.6,5.8,145.4,55.3,65.5,49.0,47.0,17.81,13.62,9.926,20.0,0.0,122.7,116.4,139.4,99.1,3.4,3.3,40.0,0.0,100.0,5.0,49.0,56.0,20.0,56.43,80.27,55.13,54.54,15.11,68.16,242.9
49.0,53.64,53.8,50.31,50.3,85.12,83.5,88.52,88.0,87.22,61.39,53.49,53.81,37.9,14.47,288.2,-264.8,29.85,28.54,2.846,1.527,46.7,2.248,1.564,267.8,215.1,7.0,0.9,43.3,38.5,89.1,102.8,3.3,49.6,6.5,145.8,56.3,63.6,51.0,49.0,18.43,13.83,9.675,20.0,0.0,122.7,116.9,139.0,99.0,4.8,3.5,20.0,0.0,100.0,26.03,49.0,56.0,20.0,56.47,80.31,55.05,54.5,14.56,68.31,241.3
49.0,55.89,56.0,50.1,49.5,81.85,81.8,87.5,87.7,85.87,67.82,55.74,55.98,63.46,18.25,202.8,-157.6,51.84,50.53,2.1109999999999998,0.7929999999999999,54.84,3.324,1.058,269.6,215.0,6.2,3.7,43.3,38.5,91.0,106.7,6.3,48.3,5.0,134.4,43.4,68.0,64.0,61.0,13.99,6.269,8.323,20.0,0.0,122.7,116.9,140.4,100.4,5.7,6.5,30.0,0.0,100.0,32.24,49.0,56.0,20.0,56.51,78.67,56.4,56.22,19.76,50.66,202.5
49.0,56.55,57.4,50.27,50.6,81.27,80.7,87.25,86.6,86.04,70.52,56.64,56.84,67.01,13.62,174.0,-120.6,56.41,57.3,1.75,2.634,57.41,3.455,1.018,269.1,215.6,7.5,4.1,43.1,38.2,90.7,105.7,6.7,48.5,5.6,126.8,35.8,67.5,65.0,62.0,20.14,8.549,8.219,20.0,0.0,122.7,116.9,139.4,100.2,5.9,6.8,20.0,0.0,100.0,38.45,49.0,56.0,20.0,56.51,79.04,57.3,57.04,14.51,42.0,180.5
49.0,59.37,61.1,51.49,52.0,76.61,73.9,84.43,82.2,82.39,74.04,59.18,59.95,86.56,22.52,92.43,-28.39,70.85,69.16,6.9079999999999995,5.216,61.46,4.053,0.8674,265.7,215.9,9.6,5.2,42.4,37.5,87.4,99.8,6.5,48.8,6.5,121.7,33.5,63.1,72.0,69.0,6.221,2.044,7.52,20.0,0.0,121.7,116.7,139.0,100.8,8.3,9.1,60.0,100.0,100.0,100.0,57.0,56.0,40.11,56.38,69.91,68.4,62.36,39.96,27.46,66.9
49.0,61.83,62.3,51.94,51.7,75.05,75.2,84.38,84.8,81.78,74.9,60.49,62.04,102.6,28.67,75.6,-1.631,88.98,76.97,13.92,1.903,71.11,4.4,0.7991,263.9,216.1,9.6,5.9,42.1,37.2,90.7,105.7,10.0,48.0,6.2,115.7,25.0,68.8,85.0,81.0,23.1,6.401,6.406000000000001,20.0,0.0,120.9,116.4,139.4,127.3,9.6,10.6,60.0,100.0,100.0,100.0,57.0,56.0,47.27,56.22,70.69,72.86,67.07,47.56,57.69,-4.765
49.0,61.83,61.9,51.04,50.6,75.79,75.7,85.98,86.0,82.88,75.68,60.37,61.87,112.2,34.11,79.3,-1.182,97.79,84.58,13.65,0.4315,76.05,4.521,0.7777,264.2,217.7,8.8,6.2,41.6,36.7,92.2,108.7,10.2,46.8,5.2,114.9,22.7,72.1,90.0,86.0,25.31,6.415,5.9639999999999995,20.0,0.0,120.2,115.6,141.4,103.8,10.1,11.5,70.0,100.0,100.0,100.0,57.0,56.0,52.43,56.06,69.17,72.33,66.91,62.43,60.41,-17.59
49.0,61.29,61.4,50.31,50.0,75.83,75.7,86.23,85.8,83.09,75.68,59.88,61.34,114.7,34.63,81.7,-1.636,99.16,86.38,13.21,0.4293,76.26,4.572,0.7691,264.7,216.6,9.1,6.0,41.3,36.1,92.2,108.7,10.0,46.3,5.3,114.7,22.5,71.9,91.0,87.0,21.64,5.365,5.877000000000001,20.0,0.0,119.2,115.1,140.4,103.5,10.1,11.3,70.0,100.0,100.0,100.0,57.0,56.0,52.59,55.85,68.88,71.76,66.38,63.76,58.92,-15.14
49.0,61.01,61.1,50.02,49.8,75.67,75.6,86.15,85.8,83.01,75.56,59.51,61.06,115.7,34.66,82.23,-1.185,98.57,85.13,13.87,0.4268,76.08,4.555,0.7719,265.0,215.3,9.2,6.2,40.8,35.9,92.0,108.2,9.8,45.9,5.1,114.5,22.5,72.3,91.0,87.0,15.86,3.898,5.877000000000001,20.0,0.0,118.5,114.7,141.4,104.8,10.2,11.1,80.0,100.0,100.0,100.0,57.0,56.0,52.75,55.73,68.97,71.68,66.21,62.84,60.92,-9.347000000000001
49.0,60.93,61.1,49.94,49.8,75.67,75.6,85.98,85.6,82.97,75.52,59.51,61.06,113.9,33.3,82.22,-1.636,98.69,85.97,13.88,1.162,75.96,4.5680000000000005,0.7697,264.9,215.6,9.0,6.4,40.8,35.8,92.0,108.2,10.0,45.9,5.1,114.0,22.2,71.9,90.0,86.0,22.53,5.626,5.9639999999999995,20.0,0.0,117.8,114.2,141.9,106.0,10.0,11.3,80.0,100.0,100.0,100.0,57.0,56.0,52.91,55.65,69.25,71.64,66.17,58.74,60.99,-12.06
49.0,60.89,61.1,49.94,50.0,75.54,75.6,85.94,85.8,82.88,75.44,59.47,61.01,115.2,33.86,82.49,-1.189,98.56,85.81,13.92,1.166,75.77,4.573,0.7688,265.8,216.1,9.0,5.9,40.8,35.8,91.7,107.7,10.2,45.9,5.1,114.2,22.2,72.3,90.0,86.0,17.42,4.303,5.9639999999999995,20.0,0.0,117.6,113.8,140.4,104.1,10.2,11.3,70.0,100.0,100.0,100.0,57.0,56.0,53.07,55.48,68.97,71.64,66.17,60.27,61.14,-10.7
49.0,60.93,61.1,49.98,49.8,75.58,75.4,85.98,85.4,82.88,75.48,59.51,61.1,114.7,34.17,81.68,-1.1840000000000002,98.79,86.01,14.32,1.538,75.83,4.581,0.7676,264.7,216.6,9.2,6.6,40.6,35.6,92.0,108.2,9.9,45.9,5.1,114.2,22.2,71.9,90.0,86.0,20.01,4.963,5.9639999999999995,20.0,0.0,117.1,113.3,139.0,102.7,9.8,11.3,80.0,100.0,100.0,100.0,57.0,56.0,48.23,55.44,68.97,71.59,66.17,60.63,63.38,-14.01
49.0,60.97,61.1,50.02,50.0,75.5,75.6,85.86,85.6,82.84,75.39,59.51,61.14,114.3,33.29,82.21,-1.185,98.46,85.35,14.64,1.5319999999999998,75.93,4.559,0.7712,264.9,215.9,9.0,6.4,40.8,35.9,92.0,108.2,10.3,46.1,5.3,114.0,22.2,72.4,90.0,86.0,20.19,5.024,5.9639999999999995,20.0,0.0,116.4,112.9,139.9,103.6,10.0,11.3,70.0,100.0,100.0,100.0,57.0,56.0,53.4,55.44,68.93,72.82,66.58,59.26,56.3,-10.14
49.0,61.21,61.4,50.18,50.1,75.5,75.7,85.9,85.6,82.84,75.48,59.59,61.34,115.0,33.82,81.49,-0.2819,99.6,84.96,15.81,1.169,76.4,4.584,0.767,265.5,216.7,9.5,6.6,40.8,35.8,92.2,108.7,10.4,45.9,5.3,114.2,22.3,72.9,91.0,87.0,22.18,5.483,5.877000000000001,20.0,0.0,116.2,112.4,141.4,105.1,10.0,11.1,70.0,100.0,100.0,100.0,57.0,56.0,53.56,55.36,68.72,73.15,66.99,60.75,61.61,-11.33
49.0,61.34,61.6,50.27,50.3,75.58,75.6,85.98,85.6,82.76,75.44,59.67,61.42,114.3,35.41,80.54,-1.63,99.06,84.19,15.67,0.7922,76.66,4.543,0.7739,263.9,214.8,9.3,6.4,40.8,35.8,91.7,108.2,9.9,46.1,5.3,114.5,22.8,72.3,91.0,87.0,23.01,5.724,5.877000000000001,20.0,0.0,116.0,112.0,140.9,104.3,10.2,11.5,70.0,100.0,100.0,100.0,57.0,56.0,53.72,55.36,68.23,73.4,67.24,66.04,61.04,-11.96
49.0,61.34,61.6,50.31,50.1,75.67,75.6,86.06,86.0,82.92,75.56,59.71,61.47,114.2,34.49,80.92,-1.179,98.77,84.25,15.68,1.16,76.93,4.513999999999999,0.7789,263.7,214.9,9.3,6.0,40.8,35.8,92.0,108.2,10.4,46.1,5.3,114.2,22.3,72.9,91.0,87.0,22.56,5.617999999999999,5.877000000000001,20.0,0.0,115.6,112.0,139.9,103.6,10.3,11.5,70.0,100.0,100.0,100.0,57.0,56.0,53.88,55.32,68.76,73.35,67.24,61.57,61.49,-10.84
49.0,61.29,61.4,50.18,50.1,75.62,75.9,86.1,85.8,82.84,75.44,59.67,61.38,115.0,35.81,81.31,-2.077,100.1,85.51,15.41,0.7978,73.76,4.772,0.7367,263.5,216.3,8.9,6.4,41.2,36.3,92.2,108.7,9.9,46.1,4.8,114.2,22.3,72.1,88.0,84.0,21.29,5.263,6.14,20.0,0.0,115.3,111.8,139.0,104.7,9.8,11.3,70.0,0.0,100.0,58.62,49.79,56.0,44.0,55.32,68.27,73.11,67.07,66.36,61.25,-13.61
49.0,59.33,58.6,49.16,48.5,77.59,77.9,87.29,87.3,84.15,73.55,58.08,59.25,108.0,34.95,118.0,-44.96,91.44,80.18,10.59,-0.6765,73.05,4.402,0.7988,267.2,215.8,6.8,5.2,41.5,36.6,92.5,109.2,9.0,45.4,4.2,114.9,22.4,73.1,87.0,83.0,14.72,3.8739999999999997,6.228,20.0,0.0,115.1,111.6,139.4,127.8,9.4,10.1,90.0,0.0,100.0,50.34,48.55,56.0,50.0,55.32,69.87,66.6,63.22,57.67,75.29,85.72
49.0,57.57,57.4,48.91,49.0,77.63,77.1,86.06,84.8,83.33,71.38,56.52,57.66,93.02,30.11,131.8,-68.93,77.77,68.35,10.21,0.7956,62.06,4.406000000000001,0.7979999999999999,264.7,215.7,7.9,4.8,41.0,36.1,89.6,103.7,7.3,46.1,4.9,115.6,26.0,67.1,73.0,70.0,8.45,2.5839999999999996,7.4239999999999995,20.0,0.0,114.9,111.6,139.0,101.9,7.7,8.3,90.0,0.0,100.0,42.07,47.31,56.0,50.0,55.28,69.42,64.92,61.38,51.11,69.26,127.5
50.0,56.87,58.5,51.7,52.8,76.24,74.4,81.76,79.7,80.02,68.15,56.19,57.58,61.25,19.37,131.6,-89.69,46.55,40.44,12.44,6.322,50.01,3.273,1.074,266.0,215.9,11.7,4.7,41.5,36.4,84.3,94.3,4.1,49.6,8.3,119.9,35.6,58.5,60.0,58.0,-1.6740000000000002,-0.7772,8.641,20.0,0.0,114.7,111.1,136.0,98.0,5.6,5.5,50.0,0.0,100.0,32.0,47.0,56.0,32.0,55.32,67.74,63.41,61.01,37.43,124.7,184.3
50.0,56.59,57.1,50.43,50.8,76.07,75.2,82.17,80.8,80.02,67.29,55.78,56.8,67.95,24.03,141.8,-97.91,55.11,47.92,9.073,1.892,48.78,3.972,0.8852,267.4,214.8,8.0,3.2,42.8,37.9,84.0,93.8,4.8,48.3,5.5,119.2,35.2,55.9,55.0,53.0,3.6239999999999997,1.517,9.199,20.0,0.0,114.9,111.1,138.0,99.0,5.8,6.3,70.0,0.0,100.0,32.0,47.0,56.0,39.0,55.36,68.23,63.94,60.28,44.81,59.47,177.0
50.0,56.95,56.9,50.51,50.3,75.58,75.6,81.72,81.5,79.44,66.96,55.95,57.08,67.78,25.16,137.8,-95.2,57.77,48.74,10.19,1.16,50.81,3.998,0.8795,264.9,215.2,8.3,3.7,42.0,37.1,85.2,95.8,6.5,48.2,6.2,119.2,33.8,58.6,58.0,56.0,15.61,6.551,8.86,20.0,0.0,114.9,111.1,139.4,101.2,5.8,6.6,80.0,0.0,100.0,32.0,47.0,56.0,44.0,55.32,69.01,64.59,60.81,44.12,64.61,171.2
50.0,56.87,57.1,50.43,50.3,75.58,75.4,81.68,81.3,79.44,66.92,55.87,57.04,67.55,24.79,138.7,-95.96,57.78,48.75,10.56,1.528,50.86,3.9939999999999998,0.8803,265.8,215.2,8.4,3.9,42.0,37.1,85.2,95.8,6.5,48.2,6.1,119.0,33.8,59.4,58.0,56.0,16.53,6.957999999999999,8.86,20.0,0.0,114.9,110.9,138.0,100.6,5.9,6.5,80.0,0.0,100.0,32.0,47.0,56.0,39.0,55.36,68.88,64.55,60.81,43.99,67.69,172.4
50.0,56.79,56.8,50.35,50.3,75.62,75.6,81.72,81.5,79.53,66.96,55.82,56.96,67.68,24.38,139.4,-96.15,57.53,48.91,10.15,1.521,50.96,3.969,0.8858,266.3,214.3,8.2,3.7,42.1,37.2,85.2,95.8,6.5,48.0,5.9,119.0,33.8,58.1,58.0,56.0,15.3,6.428,8.86,20.0,0.0,114.9,110.9,139.0,101.0,6.1,6.5,80.0,0.0,100.0,32.0,47.0,56.0,44.0,55.44,68.97,63.81,60.52,43.27,73.95,172.9
50.0,56.5,56.6,50.1,50.0,75.58,75.6,81.68,81.5,79.53,66.84,55.66,56.67,67.38,23.82,140.2,-96.63,57.63,50.04,9.125,1.534,50.92,3.98,0.8834,265.2,216.1,8.0,3.4,42.1,37.2,84.9,95.3,6.5,47.7,5.6,118.5,33.6,58.1,58.0,56.0,16.64,7.024,8.86,20.0,0.0,114.9,110.9,138.0,99.8,5.9,6.5,80.0,0.0,100.0,32.0,47.0,56.0,44.0,55.48,69.01,63.2,60.03,42.28,69.07,170.5
50.0,56.26,56.3,49.86,49.8,75.54,75.4,81.6,81.3,79.53,66.71,55.42,56.43,67.24,23.03,142.2,-97.99,57.26,49.72,9.066,1.524,50.86,3.9589999999999996,0.8882,266.4,214.7,7.5,3.9,42.0,37.2,85.5,96.3,6.8,47.7,5.6,118.3,33.0,58.6,58.0,56.0,15.79,6.6770000000000005,8.86,20.0,0.0,115.1,110.9,139.0,101.1,5.9,6.7,80.0,0.0,100.0,32.0,47.0,56.0,39.0,55.48,69.17,62.95,59.7,40.37,66.9,173.2
50.0,56.91,57.1,50.92,50.6,74.81,74.7,80.58,81.0,78.46,66.59,56.11,57.12,63.97,23.45,131.6,-91.04,53.59,46.42,9.065,1.89,51.14,3.685,0.9542,266.0,214.6,7.8,3.6,42.8,37.9,84.6,94.8,7.3,48.7,5.9,119.9,35.0,56.9,58.0,56.0,14.66,6.519,8.86,20.0,0.0,114.9,110.9,137.0,98.3,6.1,6.5,70.0,0.0,100.0,32.0,47.0,56.0,32.0,55.48,69.34,63.04,60.15,40.63,75.44,172.1
50.0,56.46,56.6,50.14,50.0,75.46,75.4,81.48,81.3,79.49,66.84,55.7,56.67,66.77,22.11,140.3,-95.69,56.95,50.09,8.765,1.9040000000000001,50.63,3.955,0.889,266.3,216.3,7.4,3.9,42.6,37.7,85.2,95.8,6.3,48.0,5.6,118.8,33.9,58.1,58.0,56.0,16.13,6.872000000000001,8.86,20.0,0.0,114.9,110.9,139.0,100.3,5.7,6.6,80.0,0.0,100.0,32.0,47.0,56.0,39.0,55.52,69.42,63.04,59.87,38.2,66.35,171.3
50.0,56.26,56.3,49.94,49.8,75.46,75.4,81.48,81.2,79.4,66.67,55.42,56.39,66.69,22.99,141.1,-97.4,56.33,48.81,8.67,1.1540000000000001,50.6,3.9139999999999997,0.8984,266.0,213.9,7.4,3.7,42.4,37.5,84.9,95.3,5.9,47.8,5.4,118.5,33.4,58.3,58.0,56.0,14.16,6.04,8.86,20.0,0.0,114.9,111.1,137.0,99.6,5.8,6.7,80.0,0.0,100.0,32.0,47.0,56.0,39.0,55.52,69.17,63.0,59.7,40.44,63.18,174.0
50.0,56.22,56.6,50.14,50.4,75.26,74.9,81.07,80.5,79.16,66.59,55.37,56.43,64.64,21.25,139.7,-96.36,54.61,47.03,9.481,1.9,48.79,3.9360000000000004,0.8933,266.9,215.8,8.0,3.5,42.4,37.5,84.0,93.8,5.7,48.2,5.6,119.0,34.8,55.6,56.0,54.0,13.55,5.96,9.084,20.0,0.0,115.1,110.9,138.5,100.0,5.6,6.2,80.0,0.0,100.0,32.0,47.0,56.0,35.0,55.48,69.09,63.04,59.74,37.48,69.09,177.1
50.0,56.63,56.9,50.51,50.4,75.17,75.0,80.99,80.8,78.99,66.63,55.74,56.76,64.19,22.01,136.5,-94.34,55.41,47.4,9.184,1.173,49.17,3.9619999999999997,0.8875,265.1,217.5,8.0,3.5,42.6,37.7,84.3,94.3,6.2,48.5,5.9,119.0,34.9,57.1,56.0,54.0,18.3,8.11,9.084,20.0,0.0,114.9,111.1,136.5,98.0,5.6,6.3,80.0,0.0,100.0,32.0,47.0,56.0,35.0,55.48,69.46,63.41,60.15,37.8,67.77,173.0
50.0,56.75,56.9,50.63,50.6,75.38,76.8,81.11,81.8,79.03,66.8,55.87,56.88,63.41,22.96,135.4,-94.98,55.27,47.28,9.162,1.17,49.8,3.9019999999999997,0.9009999999999999,265.6,216.9,8.0,4.5,42.6,37.7,86.3,97.8,8.2,48.5,5.9,119.0,32.7,60.1,57.0,55.0,21.18,9.498,8.971,20.0,0.0,115.1,111.1,138.0,99.3,4.8,6.3,35.0,0.0,100.0,10.0,47.0,56.0,40.97,55.52,69.29,62.71,60.19,40.01,87.42,172.9
50.0,53.8,54.7,51.49,51.2,77.06,74.9,79.88,78.9,78.67,60.45,53.61,54.26,31.37,13.5,202.4,-184.5,20.67,18.98,5.777,4.093,42.15,1.724,2.04,266.7,214.9,8.4,3.8,42.8,37.9,82.9,91.8,2.6,48.7,6.3,131.5,49.7,54.3,52.0,50.0,4.51,4.0889999999999995,9.552999999999999,20.0,0.0,115.1,111.1,135.5,96.5,4.2,3.5,25.0,0.0,100.0,10.0,47.0,56.0,25.77,55.52,68.8,55.5,55.32,24.4,138.6,241.7
50.0,53.43,53.6,50.92,50.8,75.26,74.6,78.16,77.8,76.66,59.34,53.25,53.64,32.23,16.66,192.1,-176.6,22.6,20.91,3.594,1.901,37.85,2.099,1.675,266.3,215.9,8.0,2.0,42.9,38.0,79.8,86.4,2.3,49.8,6.7,139.7,60.2,48.4,42.0,40.0,3.983,3.514,10.89,20.0,0.0,115.7,111.1,135.5,96.7,3.2,2.7,35.0,0.0,100.0,10.0,47.0,56.0,22.56,55.52,68.19,55.01,54.5,31.57,86.25,237.3
50.0,53.02,53.0,50.06,49.8,75.42,75.4,78.53,78.3,76.99,58.81,52.71,53.15,34.26,16.99,200.2,-182.9,26.46,23.68,3.9330000000000003,1.156,36.45,2.552,1.3780000000000001,264.4,214.3,6.2,2.4,43.6,38.8,80.7,87.9,3.4,49.5,5.9,140.4,59.7,48.2,43.0,41.0,9.035,7.501,10.74,20.0,0.0,116.4,111.8,134.5,95.2,2.9,3.2,45.0,0.0,100.0,10.0,47.0,56.0,29.36,55.57,69.54,54.81,54.05,29.18,94.39,233.1
50.0,53.11,53.3,50.68,50.6,74.52,74.3,77.22,77.1,76.05,58.73,52.96,53.36,29.95,13.02,192.1,-175.1,21.82,20.49,3.5860000000000003,2.265,34.97,2.193,1.6030000000000002,266.2,215.4,6.5,1.8,44.1,39.3,78.9,84.9,2.7,50.3,6.2,143.0,64.3,45.4,40.0,39.0,6.3660000000000005,6.045,11.04,20.0,0.0,117.4,112.2,133.0,92.4,2.8,2.7,35.0,0.0,100.0,10.0,47.0,56.0,22.16,55.61,69.79,54.89,54.17,22.04,86.06,237.8
50.0,53.11,53.2,50.35,50.3,74.97,75.0,77.83,77.8,76.58,58.73,52.88,53.24,31.82,13.95,198.3,-180.4,24.71,22.66,3.2119999999999997,1.16,35.14,2.472,1.422,266.6,215.0,5.8,2.0,44.3,39.5,79.8,86.4,3.3,50.1,6.0,143.0,64.0,45.9,40.0,39.0,10.16,9.086,11.04,20.0,0.0,118.1,112.7,136.5,96.0,2.9,3.1,45.0,0.0,100.0,10.0,47.0,56.0,24.96,55.65,70.32,54.97,54.09,22.82,77.08,236.1
50.0,53.11,53.2,50.35,50.3,75.09,75.0,77.92,77.8,76.66,58.73,52.84,53.28,31.52,14.02,200.2,-182.7,24.85,22.42,3.968,1.535,35.12,2.488,1.413,267.9,216.3,6.4,1.4,44.0,39.2,79.2,85.4,3.8,50.0,5.9,143.0,62.8,46.2,40.0,39.0,11.68,10.54,11.04,20.0,0.0,118.5,113.3,135.5,95.5,2.8,2.8,45.0,0.0,100.0,10.0,47.0,56.0,24.76,55.69,70.19,55.54,54.42,23.19,84.79,237.9
50.0,53.27,53.3,50.47,50.6,75.09,74.9,77.92,77.9,76.66,58.81,53.0,53.44,31.25,13.9,197.5,-180.2,24.96,22.56,3.928,1.52,35.04,2.505,1.403,265.6,214.1,6.6,1.3,43.8,39.0,79.2,85.4,3.2,50.1,6.1,143.2,63.8,46.7,40.0,39.0,12.95,11.79,11.04,20.0,0.0,119.0,113.8,134.5,94.7,3.0,2.7,35.0,0.0,100.0,10.0,47.0,56.0,24.56,55.69,70.15,55.46,54.58,23.06,94.27,235.3
50.0,53.23,53.3,50.51,50.4,75.13,75.0,77.96,77.9,76.7,58.89,53.0,53.4,31.31,13.93,197.5,-180.1,24.27,22.23,3.568,1.5219999999999998,35.16,2.427,1.4480000000000002,266.2,214.4,6.6,1.6,44.0,39.2,79.5,85.9,3.0,50.0,6.2,143.0,63.5,46.7,40.0,39.0,10.4,9.45,11.04,20.0,0.0,119.5,114.2,136.0,95.5,2.7,2.9,45.0,0.0,100.0,10.0,47.0,56.0,24.36,55.69,70.19,55.05,54.3,23.04,85.64,236.2
50.0,53.19,53.2,50.43,50.3,75.13,75.2,77.96,77.9,76.74,58.85,52.92,53.32,31.26,13.45,198.1,-180.3,24.75,22.33,3.585,1.162,35.18,2.474,1.421,265.8,215.4,6.3,1.9,44.0,39.2,79.8,86.4,3.8,50.3,6.3,143.2,63.4,46.7,40.0,39.0,12.27,11.16,11.04,20.0,0.0,119.9,114.7,133.5,95.2,2.9,2.8,45.0,0.0,100.0,10.0,47.0,56.0,28.16,55.69,70.28,54.93,54.17,22.13,86.03,235.8
50.0,53.11,53.3,50.39,50.3,75.13,75.2,77.92,77.9,76.74,58.81,52.88,53.24,30.99,13.07,199.7,-181.8,24.41,22.35,3.221,1.163,35.13,2.443,1.439,267.3,215.6,6.2,1.6,44.1,39.3,79.5,85.9,3.5,50.0,6.0,143.2,63.7,47.2,40.0,39.0,12.0,11.01,11.04,20.0,0.0,119.9,115.1,133.5,92.9,2.7,3.0,45.0,0.0,100.0,10.0,47.0,56.0,27.96,55.73,70.24,54.85,54.13,21.63,77.29,237.4
50.0,53.02,53.2,50.31,50.1,75.17,75.0,77.96,77.9,76.74,58.77,52.79,53.19,31.06,13.56,200.6,-183.1,24.35,22.3,3.5810000000000004,1.528,35.09,2.44,1.4409999999999998,267.9,215.1,6.3,1.3,44.0,39.2,79.2,85.4,3.2,50.1,6.0,143.0,64.0,46.6,40.0,39.0,11.5,10.53,11.04,20.0,0.0,120.4,115.3,135.0,94.4,3.0,2.9,45.0,0.0,100.0,10.0,47.0,56.0,23.75,55.73,70.28,54.77,54.05,22.37,85.93,238.2
50.0,52.98,53.2,50.27,50.3,75.17,74.9,77.96,77.9,76.74,58.73,52.79,53.15,30.95,13.51,200.4,-182.9,24.51,22.81,3.234,1.537,35.12,2.454,1.433,267.0,216.5,6.1,2.0,44.0,39.2,79.5,86.4,3.3,50.0,6.1,143.0,63.7,47.2,40.0,39.0,12.46,11.44,11.04,20.0,0.0,120.9,115.6,135.0,94.7,2.9,3.1,45.0,0.0,100.0,10.0,47.0,56.0,23.55,55.77,70.15,54.68,54.05,22.55,77.62,236.6
50.0,52.94,53.0,50.22,50.3,75.17,75.2,77.96,77.9,76.74,58.73,52.71,53.15,31.05,13.56,201.0,-183.5,24.34,22.29,3.945,1.893,35.11,2.438,1.442,267.9,215.0,6.2,1.6,44.1,39.3,79.5,85.9,3.8,50.0,6.0,143.0,63.4,47.1,40.0,39.0,11.51,10.54,11.04,20.0,0.0,120.9,115.6,135.5,95.4,2.9,2.7,45.0,0.0,100.0,10.0,47.0,56.0,27.35,55.77,70.36,54.64,54.01,22.3,94.68,238.2
50.0,52.9,53.0,50.18,50.1,75.17,75.0,78.0,77.9,76.82,58.73,52.67,53.11,31.36,13.04,200.9,-182.6,24.32,22.27,3.9419999999999997,1.892,35.14,2.434,1.445,266.5,214.8,6.0,1.6,44.1,39.3,79.5,85.9,3.3,50.0,6.0,143.2,63.5,46.6,40.0,39.0,10.41,9.443999999999999,11.04,20.0,0.0,121.7,116.0,135.0,94.9,2.9,2.9,45.0,0.0,100.0,10.0,47.0,56.0,23.15,55.81,70.52,54.6,53.97,21.27,94.61,237.0
49.0,52.86,53.0,50.14,50.1,75.13,73.9,78.0,77.5,76.82,58.73,52.67,53.11,31.97,13.1,202.0,-183.1,24.4,22.71,3.955,2.266,38.52,2.227,1.579,267.9,215.5,6.6,1.4,43.5,38.7,78.9,84.9,2.2,49.8,6.2,143.2,64.3,45.6,42.0,40.0,11.89,10.58,10.89,20.0,0.0,121.7,116.2,134.5,95.5,4.0,2.9,70.0,50.0,100.0,50.0,48.0,56.0,40.0,55.85,70.52,55.42,53.93,21.43,63.63,237.8
